owner_id,owner_username,shortcode,is_video,caption,comments,likes,created_at,location,imageUrl,multiple_images,username,followers,following
2053590,claireonline,CZZzPLZlDem,True,"This is ‘Goat’, one of the seven animated artworks from my Sand Creatures I series, available on @superrare.co. The series focuses on nature in an unexpected way as they come to life, blown away by the fresh sea breeze off the Dutch coast… (more info in link in bio)

#nftphotography #superrare #sandcreatures",85,4132,1643650831.0,"{'id': '244377310', 'has_public_page': True, 'name': 'Netherlands', 'slug': 'netherlands'}",https://instagram.flba2-1.fna.fbcdn.net/v/t51.2885-15/273118505_316493310429926_8752058458417799941_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.flba2-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=3D9gwvtIyrEAX8lQFr7&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfAJOlQBvA71Xim9fw0h-OYLFjhXRXuEwI79dGkPJilHZg&oe=65E577B7&_nc_sid=8b3546,False,claireonline,334921.0,994.0
352125728,kameraexpress,Cy-cUTDoBu5,True,@claireonline laat zich graag betoveren door de stilte en neemt je mee naar één van haar fotografiesessies in de vroege ochtend. Wat vind jij van het eindresultaat? 📷 #DagvandeStilte #kameraexpress,23,800,1698567438.0,,https://instagram.flba2-1.fna.fbcdn.net/v/t51.2885-15/396487672_1053784122409632_3684936096098765131_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.flba2-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=OTJ-WHumZTMAX8tYCQ5&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfDtPj4hj9aqs8UZi2jwYBiJlBUpK_8S6UQmU2abby4T4w&oe=65E57517&_nc_sid=8b3546,False,,,
5465658,clarecrawley,C2LAOAhv_xQ,True,"Welcome to the world Rowen Lily Dawkins 🤍 
1/15/24 • 6lbs10oz
I prayed for you my entire life and to finally hold you in our arms is nothing short of a miracle and a dream come true!",8855,229289,1705431860.0,,https://instagram.flba2-1.fna.fbcdn.net/v/t51.2885-15/419774165_2804321353048570_87863058420303651_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=instagram.flba2-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=FUQ-0S-TWcIAX983Cmn&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfAib2PdCXgQafffwCr_jeLIiABz-UNC_vYbWfiOrn4x3g&oe=65E5592D&_nc_sid=8b3546,False,clarecrawley,990453.0,1042.0
641611496,classiccarchasers,C4A7e8NusDq,True,"Take in the sights and sounds of the illustrious BMW M1 Procar as it screams around the track at Spa Francorchamps. 

The BMW M1’s 3.5-liter straight-six produced roughly 470 horsepower and was known for its unmistakable roar and unparalleled performance during the late 1970’s. 

This exceptional onboard footage was captured by @robbert_alblas 
-
Follow @Classiccarchasers for daily enthusiast content. 
-
-
-
-
-
-
Credit: @robbert_alblas 
#classicdriver #carculture #classiccarchasers #CCchasers #enthusiast #drivevintage #driven #classycars #drivetastefully #getoutanddrive #cars #classiccar #cargram #automotivedaily #carpassion #carvintage #carsofinstagram #carculture #bmwm1 #m1procar #bmwmotorsport #bmwm #bmwclassic #bmwoutlaw #bmwmotorrad #bmwclub",3,523,1709388259.0,,https://instagram.flba2-1.fna.fbcdn.net/v/t51.2885-15/430782915_1379976915991363_4239904391833824083_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.flba2-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=7v-x45Db-3cAX85dkbF&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfBnqWkYlUtzTbhufxdat-Tyu15qVNU4QpzWbRiBQec8FQ&oe=65E59DB8&_nc_sid=8b3546,False,classiccarchasers,217959.0,751.0
30591774,colbybrownphotography,C3styN9Oa_2,False,"While some believe that the Jaguar is the most ferocious animal in the Amazon, I personally feel that the prize goes to the Giant River Otters that call the rivers down there home. Not only are they pack hunters, but they don't seem to take crap from anyone, including Jaguars. Sometime soon I will share a video of a Jaguar hiding in a tree to get away from 6 Giant River Otters hassling it from the water below. What a sight!

Sony a1 w/ 600mm f/4 GM
@sonyalpha #sonyambassador",62,1421,1708709928.0,"{'id': '567041712', 'has_public_page': True, 'name': 'Brazil', 'slug': 'brazil'}",https://instagram.flba2-1.fna.fbcdn.net/v/t51.2885-15/429449884_324414760095635_8484856595723235633_n.webp?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.flba2-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=7aEN_nK2kUsAX-EESvU&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfCLG7_2dnE9ceAVdmRTuMvihwL8m4XWt5hDVO1YlqazLg&oe=65E8D996&_nc_sid=8b3546,False,colbybrownphotography,264885.0,5911.0
75,colerise,CkuBd6AOx3O,False,"handheld off the back porch, embracing the crunchy 20,000 ISO before prioritizing coffee.",79,9577,1667951613.0,,https://instagram.fkiv2-1.fna.fbcdn.net/v/t51.2885-15/314726067_555338343095036_3702420481504841886_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fkiv2-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=hSjdo4KhNnAAX9v0f2A&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfAyTNHF6fLiWr9-hGtqyZUghhThX4ZnbTxZfb7isaOKJw&oe=65E95FB8&_nc_sid=8b3546,False,colerise,786646.0,1984.0
14533116,collagevintage,C3lP0UavQOH,True,"My top 5 lipstick for this season from @yslbeauty 💄:
1. The Bold High N12 “Nu Incongru”
2. The Bold High N16 “Rosewood Encounter”
3. Rouge Volupté Candy Glaze shade N13 “Flashing Rosé”
4. Rouge Volupté Candy Glaze shade N15 “Showcasing Nude”
5. Rouge Volupté Candy Glaze shade N14 “Scenic Brown” #yslbeauty #lipgloss #beautyinspo",22,716,1708460981.0,,https://instagram.fkiv2-1.fna.fbcdn.net/v/t51.2885-15/428901952_413960391240540_5073278171674394761_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fkiv2-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=sR0eXG3ubZUAX_qdOou&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfAjc7R3chGxxq6nPdL4k1njEWpEfk6QRYXA9lVFIaE_kA&oe=65E530AB&_nc_sid=8b3546,False,collagevintage,996046.0,1163.0
1517115414,college_housewife,Cq896TQA7Z7,True,"LEMON DROP SHOTS 🍋 Secret time, I love making a round of shots at home before a dinner out 🤣 there’s something about that streamline pour from the shaker that turns my kitchen into the Coyote Ugly Bar 🤷🏻‍♀️✨ 

LEMON DROP SHOT RECIPE link in my profile! 🍋💛✨ 

#lemondrop #lemondropshots #shotsshotsshots #lemoncocktails #vodkacocktail",172,14950,1681338174.0,,https://instagram.flba2-1.fna.fbcdn.net/v/t51.2885-15/425233562_402638958944011_1485015534142608876_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.flba2-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=Wiq3Nq_2IDEAX9mBcuJ&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfDaxocN_zfpx9NTUVNC1x-aJC228fS1TNSdnbQkZ-6rSA&oe=65E50E70&_nc_sid=8b3546,False,college_housewife,216468.0,1913.0
12243093,conrad_anker,C4ACQ3roO5j,False,"Climbing brings us together.  Once you challenge yourself with gravity and share this experience with your friends something changes. It's the international language of belaying and spotting. It's the same everywhere. You have to trust someone to achieve your goals. 

@memphisroxclimbing has been a flywheel for the good that climbing brings. Built in the shell of a supermarket with a state of the facility, Rox is bringing gym climbing and outdoor experiences to South Memphis.

With a pay as one can model, the gym is open to everyone. Climbing as I was introduced to it was free. The cliffs were at  end of the road and my dad and his buddies had the gear and knowledge. I still recall the moment when climbing and being outdoors latched on. It's that same emotion that we see with the people we welcome to the crag, mountain and gym. Let's keep that going! 

The freedom that climbing brings comes at a cost. The facility and staff are monthly obligations. In business, as in climbing, the unexpected happens. In this case a burst water pipe needs immediate attention. To keep Rox a safe place (it's a polling station, health care facility and restaurant) the security team needs immediate funding. Going without costs the program more. 

Rox has been a part of my life for the past six years. I've made new friends, shared backcountry experience & knowledge while climbing outdoors and learned from each other on how to address the challenges of race in the United States. 

If you believe in the mission of @memphisroxclimbing please consider a donation. It will be put to good use. If you have the chance to visit Memphis, stop by the gym. You'll find family by the time you have warmed up.

#thankyou",11,1528,1709358199.0,"{'id': '1728783104090806', 'has_public_page': True, 'name': 'Memphis Rox Climbing + Community', 'slug': 'memphis-rox-climbing-community'}",https://instagram.fmar3-1.fna.fbcdn.net/v/t51.2885-15/431136670_916554343311763_2110937629200441926_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fmar3-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=Nf_HV89QExAAX-EnxVj&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfDkyQFbi5MDLB3GsbN1CzzArccVKzWGhRpP5p4SEiW4_Q&oe=65E551EF&_nc_sid=8b3546,True,conrad_anker,458905.0,2496.0
5803476947,phu_srpa,C2aC7LuJJNa,False,"Today’s an auspicious day . We KCC family feels beyond grateful and happy to welcome  the gift for our 20th anniversary , Guru Ringboche  to KCC . Building This 20 years has been wonderful and let’s all hope and pray for an even more amazing 20 years in the future. 🙏🙏🙏 @khumbuclimbingcenter @himalayanquests @conrad_anker @jenniloweanker @everestoutfit",5,766,1705935994.0,"{'id': '880072107', 'has_public_page': True, 'name': 'Khumbu Climbing Center, Phortse, Nepal', 'slug': 'khumbu-climbing-center-phortse-nepal'}",https://instagram.fmar3-1.fna.fbcdn.net/v/t39.30808-6/421634662_18293078356196948_1362382453721119837_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08&_nc_ht=instagram.fmar3-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=7RgG51zBUYsAX_20Irq&edm=AOQ1c0wAAAAA&ccb=7-5&oh=00_AfDhd_YP0colIJ6VQK1Fkctiv2NVD-jnxBz0WiIVWBLjJA&oe=65E7A57B&_nc_sid=8b3546,True,,,
458305551,petzl_official,C2IGHOFNiSK,True,"#PetzlTips - Organize your ice screws with CARITOOL EVO.

Find out how @conrad_anker uses the CARITOOL EVO to manage his gear while climbing.

#Petzl #Petzlgram #AccessTheInaccessible #IceClimbing #Mountaineering",25,3448,1705333751.0,,https://instagram.fmar3-1.fna.fbcdn.net/v/t51.2885-15/418876480_1084470152795984_8842147427572338551_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=instagram.fmar3-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=SEoaA2Obr04AX9IWYbD&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfB_9AvZz1xoS2jqUrGYe3cYoV3ocZr160cskLY8pfKaIg&oe=65E595C0&_nc_sid=8b3546,False,,,
14492595,jamesqmartin,C1AbGQFpmvn,True,"We need your help - link in @jamesqmartin bio 

Stand in solidarity with Alaska’s Indigenous communities, advocate for clean water and connected ecosystems and urge them to select the “No Action Alternative.” 

The Ambler industrial road is a 211-mile corridor across the western Brooks Range that would risk loosing North America’s largest ecologically connected area to endless open pit mining and development. It would cross 1200 rivers and streams, disrupt the migration of the Western Arctic
caribou herd, slice through Gates of the Arctic National Preserve and dismantle the subsistence livelihood of at least 66 communities. 

Seventy-four tribes and First Nations on the Yukon River watershed, 37 tribal governments in the Tanana Chiefs Conference, 23 Yupik tribes, 10 Inupiaq tribal governments, and five Athabascan tribes
closest to the road corridor all have standing resolutions in opposition to this disastrous development project.

The Biden Administration and the Bureau of Land Management have the authority to revoke permits and end it’s trajectory forward. 

Please submit your comment now before the public comment period is closed on Dec. 22, and tell the Bureau of Land Management NO to the Ambler industrial road.
@noamblerroad @defendbrooksrange  #noamble",5,530,1702931339.0,,https://instagram.fmar3-1.fna.fbcdn.net/v/t51.2885-15/412241338_1744494459398059_6770617098523205223_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fmar3-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=fPd4zCiW3AEAX-MM4e-&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfAM4_7TXwCrHZo1heCTaY8DU5L9NcK0kCFMI4JORiRxoA&oe=65E549A5&_nc_sid=8b3546,False,,,
3487199554,joshuagarrigues,C07yZH9L7jP,True,"Hyalite craggin’ day!
-
-
-
-
-
#iceclimbing #iceclimbingimages #neverstopexploring #hyaliteprovides #hyalite #climbing #climbinglife #thenorthface",7,1001,1702773561.0,,https://instagram.fmar3-1.fna.fbcdn.net/v/t51.2885-15/410523456_277172614940229_2907280951497443922_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fmar3-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=s2pXwHVcMZkAX8Qvvyl&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfBp6xLzCb1N5zqbo4SEGp5Vcfs1sD88vxFd0pZg5kbI9Q&oe=65E52AA1&_nc_sid=8b3546,False,,,
19028900,coryrichards,C3YGdAtxCJt,False,"Big love to this guy, my dear dear friend Reinaldo Marcus Green for his new film One Love @onelovemovie out in theaters now. I don’t know how many times I’ve talked about the importance of lighting throughout my career. Too many. Which is it’s so funny that Rei and I met in Lamps Plus on some random Tuesday (that’s Rei’s review on the last slide)

Biopics are notoriously hard films to make, especially when the person depicted is still fresh in our memory. Covering an entire life and weaving it all together is an incredibly difficult task. It’s arguable that Bob Marley is the most globally recognizable musician in the world. His music is pervasive and I’ve heard it everywhere I’ve traveled, from an international science station in Antarctica to a boat in the Russian Arctic to a tea house in Tibet. Few contemporary artists have such a fingerprint and I believe his message is important now more than ever.

It’s hard to comprehend the undertaking of Rei, Kingsley Ben-Adir, Lashana Lynch @lashanalynch and everyone else involved in the film. Regardless, under his direction, the roles are transformative and played with incredible skill and care. Well done! Go have some popcorn and let the music you already know be born again.",10,731,1708018219.0,,https://instagram.flba2-1.fna.fbcdn.net/v/t39.30808-6/426532631_18417743176020901_8777387950179431137_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08&_nc_ht=instagram.flba2-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=xomrTT2esHkAX-_1i7E&edm=AOQ1c0wAAAAA&ccb=7-5&oh=00_AfBtwZEUODQjayKNrq5FOmnFMBQrba6kiimCM1uPlvd1vw&oe=65E7FD2D&_nc_sid=8b3546,True,coryrichards,961719.0,442.0
206200385,jetbutterflies,CzP7WhwCZ0s,False,"In these crucial first days after the quake, rescue efforts give way to the critical, and complex, process of providing impacted communities with food, warmth, and shelter.  Rebuilding takes time, but helping provide these basic needs can make a tremendous difference in the long run.

@maggiedoyne and @blinknoworg are on the ground at the epicenter and are focusing their efforts on vulnerable groups like pregnant women,  and the most isolated communities that are typically the last to receive aid. 

Supporting their work is the best way you can help from afar. Donations of every size matter.  Nepal has given us both so much, please help us in our efforts to give a tiny bit of that back when it matters the most.

http://www.blinknow.org/earthquake
📷 @rushsturges @coryrichards",5,1525,1699154028.0,"{'id': '1015875274', 'has_public_page': True, 'name': 'Jajarkot', 'slug': 'jajarkot'}",https://instagram.flba2-1.fna.fbcdn.net/v/t51.2885-15/399054637_1513038459455812_1656401674155010571_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.flba2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=AFVv2AUEXh0AX-Qdpj7&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfBYqbVhN5MR8Pe9_uXdPA_EXDQU8h4Ewk6HnNZlMkUHIw&oe=65E993C1&_nc_sid=8b3546,True,,,
1635976869,couturenotebook,C4BZ6CcM7FU,True,Obsessed with these two jackets by @sepidparsa.store #artwear #iranianart #iranianfashion #iraniandesigner #persianbrand #fashiondesign,19,1549,1709404223.0,,https://instagram.flba2-1.fna.fbcdn.net/v/t51.2885-15/430865940_370447772564860_7316131110489752983_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.flba2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=iimQwTV6GrIAX_LZ3Sm&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfBalJCQBte4_WnFi9GSxWfJumDaXmJoDoK8NWfVvrMCTw&oe=65E52070&_nc_sid=8b3546,False,couturenotebook,876379.0,43.0
